Date,L Income,L 2030,L 2035,L 2040,L 2045,L 2050,L 2055,L 2060,L 2065,L 2070,L 2075,G Fund,F Fund,C Fund,S Fund,I Fund
2026-08-26,31.1127,63.8609,19.6835,75.9757,21.1432,47.1137,24.8244,24.8212,24.8179,14.7089,12.8483,20.1611,20.9462,123.7071,117.9597,66.4354
2026-08-25,31.1145,63.8713,19.6877,75.9943,21.1489,47.1271,24.8307,24.8275,24.8242,14.7127,12.8516,20.1584,20.9755,123.7318,117.7925,66.4982
2026-08-24,31.0624,63.6861,19.6194,75.7081,21.0641,46.9275,24.7125,24.7093,24.7059,14.6425,12.7903,20.1557,20.8808,123.3312,117.5013,65.9706
2026-08-21,31.0897,63.8225,19.6727,75.9347,21.1322,47.0907,24.8216,24.8183,24.8150,14.7071,12.8467,20.1475,20.8404,123.6762,118.5706,66.3161
2026-08-20,31.0289,63.5847,19.5835,75.5610,21.0211,46.8269,24.6505,24.6473,24.6440,14.6058,12.7582,20.1448,20.8751,123.1350,117.5638,65.6397
2026-08-19,31.0765,63.7709,19.6536,75.8562,21.1090,47.0350,24.7777,24.7745,24.7712,14.6813,12.8241,20.1421,20.9407,124.1969,118.9512,65.4902
2026-08-18,31.0541,63.7041,19.6298,75.7571,21.0799,46.9677,24.7443,24.7411,24.7377,14.6614,12.8067,20.1394,20.8421,123.9253,118.6624,65.5124
2026-08-17,31.1409,64.0591,19.7642,76.3233,21.2487,47.3693,25.0033,25.0000,24.9966,14.8148,12.9408,20.1367,20.8237,124.7825,120.6396,66.4152
2026-08-14,31.1598,64.1515,19.8005,76.4783,21.2954,47.4808,25.0724,25.0691,25.0657,14.8558,12.9766,20.1286,20.8619,125.4211,120.9799,66.3709
2026-08-13,31.1626,64.1621,19.8046,76.4964,21.3009,47.4934,25.0756,25.0724,25.0690,14.8578,12.9783,20.1259,20.9184,125.6188,120.7421,66.2866
2026-08-12,31.1021,63.9393,19.7218,76.1496,21.1980,47.2503,24.9270,24.9238,24.9204,14.7696,12.9013,20.1232,20.8523,124.8034,120.1488,65.9162
2026-08-11,31.0584,63.7761,19.6610,75.8952,21.1225,47.0717,24.8147,24.8115,24.8081,14.7031,12.8432,20.1205,20.8376,124.4725,119.3336,65.4874
2026-08-10,31.0627,63.8031,19.6719,75.9419,21.1366,47.1058,24.8387,24.8355,24.8321,14.7173,12.8556,20.1178,20.8191,124.8709,118.9517,65.4379
2026-08-07,31.0708,63.8476,19.6898,76.0195,21.1601,47.1618,24.8691,24.8659,24.8626,14.7354,12.8714,20.1096,20.8908,124.9314,119.3969,65.5282
2026-08-06,30.9956,63.5636,19.5838,75.5753,21.0282,46.8496,24.6742,24.6710,24.6677,14.6199,12.7705,20.1069,20.8490,124.1579,117.3501,65.0703
2026-08-05,31.0202,63.6597,19.6200,75.7282,21.0738,46.9573,24.7376,24.7344,24.7311,14.6575,12.8034,20.1042,20.9121,124.3768,117.7779,65.2913
2026-08-04,31.0238,63.6830,19.6295,75.7687,21.0860,46.9869,24.7581,24.7549,24.7516,14.6697,12.8140,20.1015,20.8985,124.5855,118.7782,65.0801
2026-08-03,30.8654,63.0802,19.4045,74.8264,20.8063,46.3253,24.3460,24.3428,24.3395,14.4253,12.6006,20.0988,20.8127,122.3935,116.0970,64.2093
2026-07-31,30.7572,62.6825,19.2573,74.2118,20.6242,45.8956,24.0788,24.0756,24.0723,14.2670,12.4622,20.0914,20.7644,120.6031,113.9868,64.0123
2026-07-30,30.7135,62.5106,19.1930,73.9435,20.5446,45.7066,23.9544,23.9513,23.9480,14.1934,12.3979,20.0889,20.8240,119.7571,114.4461,63.6309
2026-07-29,30.5357,61.8222,18.9357,72.8660,20.2246,44.9492,23.4757,23.4727,23.4695,13.9097,12.1502,20.0864,20.8114,117.8005,112.8644,61.8421
2026-07-28,30.6600,62.3057,19.1168,73.6258,20.4504,45.4835,23.8082,23.8051,23.8019,14.1068,12.3223,20.0839,20.8879,119.6140,114.7274,62.5724
2026-07-27,30.6709,62.3623,19.1389,73.7192,20.4785,45.5509,23.8559,23.8528,23.8496,14.1350,12.3470,20.0814,20.8369,119.3625,114.7314,63.1346
2026-07-24,30.6409,62.2717,19.1069,73.5874,20.4399,45.4611,23.8043,23.8012,23.7980,14.1044,12.3203,20.0739,20.7899,119.3426,113.9880,62.9110
2026-07-23,30.6476,62.3082,19.1213,73.6486,20.4583,45.5054,23.8351,23.8319,23.8287,14.1226,12.3361,20.0714,20.7658,119.2733,114.3141,63.1339
2026-07-22,30.7387,62.6666,19.2559,74.2137,20.6264,45.9036,24.0839,24.0808,24.0775,14.2701,12.4650,20.0690,20.8162,120.7302,114.9435,63.7601
2026-07-21,30.7432,62.6856,19.2632,74.2453,20.6359,45.9259,24.0952,24.0921,24.0888,14.2768,12.4709,20.0665,20.8528,120.8939,115.6414,63.5755
2026-07-20,30.6391,62.2785,19.1108,73.6070,20.4463,45.4764,23.8068,23.8037,23.8006,14.1060,12.3216,20.0640,20.8934,119.8313,114.1845,62.5066
2026-07-17,30.6745,62.4313,19.1693,73.8547,20.5204,45.6523,23.9152,23.9122,23.9091,14.1704,12.3778,20.0565,20.9438,120.0585,115.0455,62.9766
2026-07-16,30.7466,62.7239,19.2798,74.3193,20.6588,45.9810,24.1258,24.1227,24.1196,14.2951,12.4868,20.0540,20.9324,121.2823,115.6450,63.5023
2026-07-15,30.8033,62.9531,19.3663,74.6829,20.7671,46.2380,24.2889,24.2859,24.2827,14.3918,12.5713,20.0515,20.9393,121.9037,116.0530,64.1752
2026-07-14,30.7573,62.7850,19.3041,74.4228,20.6900,46.0562,24.1776,24.1745,24.1713,14.3258,12.5136,20.0490,20.8975,121.4343,116.0586,63.6953
2026-07-13,30.7103,62.6132,19.2404,74.1564,20.6110,45.8699,24.0637,24.0606,24.0574,14.2582,12.4546,20.0466,20.8503,120.9793,115.4533,63.3086
2026-07-10,30.7995,62.9756,19.3775,74.7342,20.7833,46.2785,24.3187,24.3157,24.3125,14.4094,12.5867,20.0391,20.9171,121.9455,116.5251,64.2755
2026-07-09,30.7728,62.8751,19.3402,74.5783,20.7370,46.1690,24.2479,24.2449,24.2417,14.3675,12.5500,20.0366,20.9359,121.4229,117.1972,64.0071
2026-07-08,30.6978,62.5905,19.2340,74.1338,20.6051,45.8568,24.0523,24.0492,24.0461,14.2515,12.4488,20.0341,20.9085,120.4389,115.6350,63.6064
2026-07-07,30.7451,62.7793,19.3053,74.4337,20.6944,46.0687,24.1846,24.1816,24.1784,14.3300,12.5173,20.0316,20.9410,120.7787,116.6563,64.1444
2026-07-06,30.8341,63.1241,19.4345,74.9767,20.8559,46.4507,24.4196,24.4166,24.4135,14.4694,12.6390,20.0292,21.0329,121.3184,118.2014,65.2002
2026-07-02,30.7327,62.7570,19.2990,74.4114,20.6885,46.0557,24.1732,24.1702,24.1671,14.3233,12.5115,20.0192,20.9986,120.4336,117.5528,64.1477
2026-07-01,30.7310,62.7575,19.2997,74.4152,20.6899,46.0592,24.1760,24.1730,24.1699,14.3250,12.5129,20.0167,20.9961,120.4309,118.1797,64.0453
2026-06-30,30.7769,62.9395,19.3683,74.7035,20.7757,46.2624,24.3019,24.2990,24.2959,14.3997,12.5782,20.0142,21.0363,120.6862,118.8906,64.6649
2026-06-29,30.7216,62.7083,19.2839,74.3503,20.6707,46.0129,24.1362,24.1334,24.1304,14.3016,12.4925,20.0117,21.1239,119.7407,117.9580,64.3313
2026-06-26,30.6308,62.3623,19.1589,73.8286,20.5162,45.6477,23.9066,23.9037,23.9008,14.1655,12.3736,20.0043,21.1142,118.3344,116.7844,63.9286
2026-06-25,30.6455,62.4324,19.1850,73.9390,20.5492,45.7265,23.9587,23.9559,23.9529,14.1964,12.4006,20.0018,21.0942,118.3881,116.1112,64.4268
2026-06-24,30.6051,62.2772,19.1289,73.7044,20.4797,45.5622,23.8560,23.8532,23.8502,14.1356,12.3474,19.9993,21.0819,118.3949,115.4845,63.7583
2026-06-23,30.5986,62.2730,19.1283,73.7028,20.4795,45.5636,23.8663,23.8634,23.8604,14.1415,12.3527,19.9968,20.9829,118.5099,115.0693,63.8369
2026-06-22,30.7529,62.9162,19.3640,74.6932,20.7744,46.2639,24.3148,24.3118,24.3087,14.4072,12.5848,19.9944,20.9577,120.2339,116.0268,65.7320
2026-06-18,30.7576,62.9567,19.3803,74.7648,20.7963,46.3164,24.3449,24.3420,24.3389,14.4252,12.6004,19.9844,21.0112,120.6745,116.1540,65.5819
2026-06-17,30.6557,62.5552,19.2342,74.1523,20.6144,45.8858,24.0760,24.0731,24.0700,14.2658,12.4612,19.9819,20.9603,119.3781,114.2377,64.9426
2026-06-16,30.7339,62.8707,19.3497,74.6377,20.7588,46.2279,24.2868,24.2839,24.2809,14.3908,12.5704,19.9794,21.0409,120.8459,115.2393,65.1878
2026-06-15,30.7629,63.0016,19.3981,74.8417,20.8197,46.3731,24.3827,24.3797,24.3766,14.4475,12.6200,19.9769,21.0051,121.5326,116.2841,65.1640
2026-06-12,30.6211,62.4498,19.1981,74.0057,20.5718,45.7868,24.0141,24.0112,24.0081,14.2291,12.4292,19.9695,20.9801,119.5288,114.9835,64.1908
2026-06-11,30.5669,62.2340,19.1198,73.6786,20.4748,45.5571,23.8672,23.8643,23.8613,14.1421,12.3532,19.9670,21.0045,118.9254,114.4059,63.6598
2026-06-10,30.3610,61.4218,18.8245,72.4419,20.1076,44.6891,23.3274,23.3245,23.3215,13.8221,12.0737,19.9646,20.8905,116.8769,111.1094,61.8247
2026-06-09,30.5058,62.0153,19.0414,73.3514,20.3781,45.3299,23.7328,23.7299,23.7268,14.0623,12.2835,19.9621,20.9039,118.7986,112.9169,63.0411
2026-06-08,30.4837,61.9402,19.0146,73.2403,20.3453,45.2533,23.6889,23.6859,23.6828,14.0363,12.2607,19.9596,20.8561,119.1020,112.5110,62.5553
2026-06-05,30.4513,61.8274,18.9746,73.0746,20.2965,45.1383,23.6154,23.6125,23.6094,13.9928,12.2227,19.9521,20.8721,118.7442,111.7849,62.4245
2026-06-04,30.7148,62.8995,19.3667,74.7209,20.7863,46.2993,24.3468,24.3438,24.3407,14.4263,12.6014,19.9497,20.9601,121.9526,115.5992,64.7097
2026-06-03,30.6809,62.7716,19.3204,74.5275,20.7290,46.1639,24.2632,24.2603,24.2572,14.3767,12.5581,19.9472,20.9351,121.4401,114.3062,64.7438
2026-06-02,30.7364,63.0001,19.4043,74.8803,20.8341,46.4130,24.4184,24.4155,24.4124,14.4687,12.6385,19.9447,20.9766,122.3388,115.4664,64.9821
2026-06-01,30.7029,62.8716,19.3578,74.6858,20.7764,46.2766,24.3328,24.3298,24.3267,14.4180,12.5941,19.9423,20.9683,122.1769,114.2469,64.7091
2026-05-29,30.6855,62.8053,19.3339,74.5863,20.7469,46.2069,24.2874,24.2845,24.2814,14.3911,12.5707,19.9398,20.9839,121.8470,113.9473,64.6827
2026-05-28,30.6463,62.6709,19.2862,74.3886,20.6887,46.0701,24.2036,24.2006,24.1976,14.3414,12.5273,19.9323,20.9619,121.5758,113.8154,64.2812
2026-05-27,30.6033,62.5088,19.2276,74.1436,20.6161,45.8988,24.0989,24.0960,24.0929,14.2794,12.4731,19.9299,20.9192,120.8787,112.7341,64.2569
2026-05-26,30.6004,62.5060,19.2270,74.1421,20.6158,45.8987,24.1003,24.0973,24.0942,14.2801,12.4737,19.9274,20.9082,120.8571,112.9809,64.2322
2026-05-22,30.4939,62.1148,19.0864,73.5559,20.4424,45.4902,23.8501,23.8471,23.8440,14.1318,12.3442,19.9175,20.8252,120.1155,111.3233,63.2516
2026-05-21,30.4562,61.9703,19.0341,73.3377,20.3778,45.3375,23.7545,23.7515,23.7485,14.0752,12.2947,19.9150,20.8158,119.6628,110.2447,63.1031
2026-05-20,30.4083,61.7863,18.9676,73.0601,20.2955,45.1434,23.6338,23.6308,23.6277,14.0036,12.2322,19.9126,20.7964,119.4435,109.5769,62.4956
2026-05-19,30.2857,61.3137,18.7963,72.3432,20.0829,44.6416,23.3264,23.3234,23.3203,13.8213,12.0730,19.9101,20.6832,118.1660,107.1590,61.6619
2026-05-18,30.3534,61.5846,18.8951,72.7580,20.2062,44.9330,23.5051,23.5021,23.4990,13.9273,12.1655,19.9077,20.7541,118.9511,107.9591,62.2424
2026-05-15,30.3394,61.5494,18.8836,72.7120,20.1930,44.9028,23.4869,23.4839,23.4808,13.9165,12.1561,19.9002,20.7561,119.0314,108.2834,61.9717
2026-05-14,30.4844,62.1267,19.0941,73.5951,20.4555,45.5232,23.8692,23.8663,23.8632,14.1432,12.3542,19.8978,20.8860,120.4986,110.4378,63.2906
2026-05-13,30.4337,61.9270,19.0217,73.2922,20.3656,45.3106,23.7342,23.7313,23.7283,14.0633,12.2843,19.8953,20.8925,119.5807,109.6606,63.1407
2026-05-12,30.3922,61.7657,18.9632,73.0481,20.2932,45.1394,23.6264,23.6235,23.6205,13.9994,12.2285,19.8928,20.8887,118.8810,109.6009,62.8762
2026-05-11,30.4386,61.9528,19.0317,73.3355,20.3787,45.3416,23.7495,23.7466,23.7436,14.0724,12.2923,19.8904,20.9504,119.0680,110.6296,63.4562
2026-05-08,30.4234,61.9058,19.0156,73.2706,20.3599,45.2973,23.7185,23.7157,23.7127,14.0541,12.2763,19.8829,20.9961,118.8341,110.6460,63.3982
2026-05-07,30.3598,61.6611,18.9269,72.8997,20.2499,45.0375,23.5582,23.5554,23.5524,13.9591,12.1933,19.8805,20.9509,117.8248,110.2634,63.0469
2026-05-06,30.4236,61.9188,19.0210,73.2944,20.3672,45.3149,23.7296,23.7267,23.7238,14.0607,12.2820,19.8780,21.0010,118.2739,111.9585,63.6530
2026-05-05,30.2562,61.2632,18.7833,72.3002,20.0724,44.6187,23.2981,23.2952,23.2923,13.8049,12.0586,19.8756,20.9126,116.5741,110.4989,61.9907
2026-05-04,30.1723,60.9371,18.6651,71.8065,19.9260,44.2732,23.0836,23.0808,23.0779,13.6778,11.9476,19.8731,20.8728,115.6318,109.1196,61.3781
2026-05-01,30.1996,61.0590,18.7105,71.9984,19.9834,44.4091,23.1647,23.1620,23.1591,13.7260,11.9897,19.8657,20.9401,116.0963,109.4965,61.5532
2026-04-30,30.1832,61.0033,18.6908,71.9167,19.9594,44.3528,23.1318,23.1290,23.1261,13.7064,11.9726,19.8633,20.9159,115.7553,109.0550,61.6621
2026-04-29,30.0628,60.5286,18.5187,71.1974,19.7461,43.8490,22.8166,22.8138,22.8109,13.5196,11.8094,19.8609,20.8926,114.5779,107.0642,60.5894
2026-04-28,30.0904,60.6350,18.5574,71.3603,19.7945,43.9628,22.8818,22.8790,22.8762,13.5583,11.8432,19.8585,20.9730,114.6232,107.6536,60.9283
2026-04-27,30.1406,60.8409,18.6326,71.6758,19.8883,44.1846,23.0200,23.0172,23.0144,13.6402,11.9148,19.8561,20.9974,115.1863,108.8322,61.2978
2026-04-24,30.1251,60.7955,18.6172,71.6136,19.8702,44.1426,22.9924,22.9897,22.9869,13.6240,11.9006,19.8489,21.0225,115.0442,108.7748,61.2102
2026-04-23,30.0660,60.5681,18.5351,71.2706,19.7687,43.9029,22.8442,22.8415,22.8387,13.5361,11.8238,19.8465,20.9928,114.1295,108.6157,60.8297
2026-04-22,30.1117,60.7551,18.6033,71.5568,19.8537,44.1040,22.9687,22.9660,22.9632,13.6099,11.8883,19.8441,21.0219,114.6014,109.2815,61.2747
2026-04-21,30.0457,60.4983,18.5104,71.1685,19.7386,43.8323,22.7995,22.7968,22.7940,13.5096,11.8007,19.8418,21.0016,113.4140,108.8549,61.0076
2026-04-20,30.1227,60.8067,18.6228,71.6395,19.8785,44.1628,23.0027,23.0000,22.9973,13.6301,11.9060,19.8394,21.0674,114.1387,109.7297,61.8167
2026-04-17,30.1358,60.8789,18.6502,71.7563,19.9136,44.2467,23.0558,23.0531,23.0504,13.6616,11.9335,19.8322,21.0773,114.4069,108.9131,62.1880
2026-04-16,30.0174,60.4213,18.4846,71.0648,19.7088,43.7636,22.7589,22.7562,22.7534,13.4856,11.7797,19.8298,20.9970,113.0459,106.8240,61.4234
2026-04-15,30.0022,60.3628,18.4636,70.9777,19.6831,43.7027,22.7184,22.7158,22.7130,13.4617,11.7588,19.8274,21.0267,112.7498,106.5255,61.4111
2026-04-14,29.9595,60.1943,18.4028,70.7241,19.6080,43.5253,22.6049,22.6023,22.5996,13.3944,11.7001,19.8250,21.0563,111.8484,106.0976,61.3477
2026-04-13,29.8599,59.8110,18.2645,70.1473,19.4374,43.1232,22.3578,22.3551,22.3524,13.2479,11.5721,19.8226,21.0018,110.5436,105.0498,60.7029
2026-04-10,29.7669,59.4657,18.1407,69.6327,19.2855,42.7658,22.1381,22.1355,22.1327,13.1177,11.4584,19.8154,20.9622,109.4304,103.1166,60.3073
2026-04-09,29.7621,59.4495,18.1351,69.6100,19.2789,42.7502,22.1265,22.1239,22.1212,13.1109,11.4524,19.8131,20.9877,109.5445,103.5194,60.0347
2026-04-08,29.7401,59.3692,18.1065,69.4916,19.2440,42.6683,22.0759,22.0733,22.0706,13.0809,11.4262,19.8107,20.9869,108.8662,103.4568,60.2016
2026-04-07,29.4729,58.3258,17.7303,67.9243,18.7807,41.5768,21.4000,21.3975,21.3948,12.6803,11.0763,19.8083,20.9358,106.2027,100.8403,57.6523
2026-04-06,29.4634,58.2975,17.7206,67.8844,18.7691,41.5499,21.3850,21.3825,21.3798,12.6714,11.0685,19.8059,20.9182,106.1212,100.8460,57.6012
2026-04-02,29.4145,58.1283,17.6610,67.6388,18.6971,41.3811,21.2798,21.2773,21.2747,12.6091,11.0141,19.7963,20.9356,105.6450,100.3576,57.2704
2026-04-01,29.4203,58.1639,17.6744,67.6954,18.7140,41.4218,21.3088,21.3063,21.3037,12.6263,11.0291,19.7939,20.8929,105.5194,99.8332,57.7086
2026-03-31,29.3186,57.7723,17.5340,67.1123,18.5420,41.0174,21.0590,21.0565,21.0539,12.4783,10.8998,19.7918,20.8902,104.7643,99.1781,56.5148
2026-03-30,29.0929,56.8697,17.2181,65.7992,18.1546,40.1064,20.4983,20.4958,20.4933,12.1460,10.6095,19.7896,20.8472,101.7900,95.8834,55.2561
2026-03-27,29.1058,56.9593,17.2506,65.9369,18.1959,40.2058,20.5699,20.5674,20.5647,12.1883,10.6465,19.7830,20.7347,102.1918,96.8842,55.2822
2026-03-26,29.2218,57.4399,17.4198,66.6426,18.4047,40.6982,20.8765,20.8740,20.8713,12.3700,10.8052,19.7809,20.7406,103.9264,98.8383,55.8537
2026-03-25,29.3786,58.0677,17.6403,67.5614,18.6762,41.3368,21.2641,21.2616,21.2589,12.5998,11.0059,19.7787,20.8641,105.7672,100.3958,57.0449
2026-03-24,29.2890,57.7208,17.5189,67.0565,18.5272,40.9870,21.0535,21.0510,21.0483,12.4749,10.8969,19.7765,20.7798,105.1932,99.2638,56.1205
2026-03-23,29.3173,57.8342,17.5589,67.2234,18.5766,41.1028,21.1215,21.1190,21.1163,12.5153,10.9321,19.7743,20.8328,105.5881,99.1530,56.3533
2026-03-20,29.1927,57.3552,17.3916,66.5284,18.3716,40.6213,20.8286,20.8260,20.8234,12.3416,10.7804,19.7678,20.7592,104.3866,97.1559,55.4744
2026-03-19,29.3554,58.0027,17.6193,67.4775,18.6522,41.2811,21.2266,21.2241,21.2215,12.5776,10.9866,19.7656,20.9250,105.9888,99.3709,56.7973
2026-03-18,29.3807,58.1159,17.6594,67.6456,18.7021,41.3994,21.3021,21.2996,21.2970,12.6224,11.0257,19.7634,20.9080,106.2748,99.0037,57.2340
2026-03-17,29.4911,58.5640,17.8173,68.3042,18.8970,41.8583,21.5827,21.5802,21.5776,12.7887,11.1710,19.7613,20.9838,107.7413,100.2798,57.9596
2026-03-16,29.4440,58.3840,17.7544,68.0428,18.8199,41.6774,21.4734,21.4709,21.4683,12.7239,11.1144,19.7591,20.9443,107.4700,99.4099,57.5199
2026-03-13,29.3408,57.9922,17.6176,67.4749,18.6524,41.2842,21.2355,21.2330,21.2304,12.5829,10.9912,19.7525,20.8661,106.3817,98.4072,56.7641
2026-03-12,29.4030,58.2509,17.7090,67.8568,18.7656,41.5513,21.4006,21.3981,21.3954,12.6807,11.0766,19.7504,20.8937,107.0162,98.6609,57.4813
2026-03-11,29.5411,58.8169,17.9086,68.6904,19.0125,42.1334,21.7594,21.7569,21.7542,12.8934,11.2624,19.7482,20.9614,108.6662,100.8656,58.4679
2026-03-10,29.5539,58.8607,17.9242,68.7557,19.0318,42.1781,21.7795,21.7770,21.7745,12.9054,11.2729,19.7460,21.0610,108.7531,101.0151,58.5187
2026-03-09,29.5445,58.8192,17.9098,68.6961,19.0142,42.1361,21.7487,21.7463,21.7437,12.8873,11.2571,19.7439,21.1207,108.9747,101.4893,58.0001
2026-03-06,29.4865,58.6081,17.8364,68.3919,18.9246,41.9261,21.6230,21.6206,21.6180,12.8127,11.1920,19.7373,21.0624,108.0667,100.4526,57.9747
2026-03-05,29.5942,59.0578,17.9953,69.0563,19.1216,42.3915,21.9132,21.9107,21.9082,12.9847,11.3422,19.7352,21.0841,109.5032,102.4059,58.6577
2026-03-04,29.6598,59.3279,18.0907,69.4555,19.2399,42.6705,22.0840,22.0815,22.0790,13.0860,11.4306,19.7330,21.1358,110.1211,103.7789,59.1932
2026-03-03,29.6158,59.1482,18.0275,69.1918,19.1619,42.4860,21.9666,21.9642,21.9617,13.0165,11.3699,19.7308,21.1564,109.2716,102.9777,59.1413
2026-03-02,29.7763,59.8212,18.2656,70.1882,19.4575,43.1851,22.4049,22.4025,22.3999,13.2762,11.5968,19.7287,21.1742,110.3088,104.7822,61.3728
2026-02-27,29.8127,59.9725,18.3197,70.4153,19.5251,43.3443,22.4980,22.4956,22.4931,13.3315,11.6451,19.7241,21.2657,110.2562,103.9385,62.3412
2026-02-26,29.8382,60.1009,18.3658,70.6100,19.5832,43.4830,22.5900,22.5876,22.5850,13.3859,11.6927,19.7194,21.2190,110.7254,105.3105,62.3806
2026-02-25,29.8452,60.1424,18.3808,70.6737,19.6023,43.5289,22.6219,22.6195,22.6169,13.4048,11.7092,19.7171,21.1858,111.3220,104.6115,62.2945
2026-02-24,29.7699,59.8353,18.2727,70.2225,19.4687,43.2133,22.4236,22.4212,22.4186,13.2873,11.6065,19.7148,21.1937,110.4207,104.0030,61.6023
2026-02-23,29.7035,59.5647,18.1774,69.8247,19.3508,42.9349,22.2484,22.2460,22.2435,13.1835,11.5159,19.7125,21.1991,109.5756,102.6800,61.2041
2026-02-20,29.7742,59.8875,18.2925,70.3080,19.4947,43.2763,22.4677,22.4652,22.4627,13.3134,11.6293,19.7056,21.1539,110.7221,104.7280,61.5476
2026-02-19,29.7159,59.6522,18.2097,69.9627,19.3924,43.0350,22.3165,22.3141,22.3115,13.2238,11.5510,19.7033,21.1528,109.9560,104.7752,60.9762
2026-02-18,29.7265,59.7046,18.2286,70.0422,19.4162,43.0914,22.3530,22.3505,22.3480,13.2454,11.5699,19.7010,21.1444,110.2518,104.6182,61.0549
2026-02-17,29.6802,59.5147,18.1618,69.7638,19.3338,42.8966,22.2288,22.2264,22.2239,13.1719,11.5057,19.6987,21.1710,109.6381,103.9003,60.7361
2026-02-13,29.6704,59.5027,18.1589,69.7545,19.3316,42.8927,22.2278,22.2254,22.2229,13.1713,11.5052,19.6894,21.1707,109.5106,103.8681,60.8406
2026-02-12,29.6440,59.4080,18.1259,69.6171,19.2911,42.7979,22.1729,22.1705,22.1679,13.1387,11.4767,19.6871,21.1193,109.4404,102.8022,60.6995
2026-02-11,29.7397,59.8299,18.2754,70.2436,19.4772,43.2396,22.4593,22.4568,22.4542,13.3083,11.6249,19.6848,21.0197,111.1721,104.8486,61.0983
2026-02-10,29.7285,59.7842,18.2595,70.1777,19.4578,43.1934,22.4272,22.4247,22.4221,13.2893,11.6083,19.6825,21.0602,111.1745,105.3787,60.7320
2026-02-09,29.7234,59.7805,18.2586,70.1750,19.4572,43.1932,22.4329,22.4304,22.4278,13.2926,11.6112,19.6802,20.9944,111.5368,105.4783,60.4688
2026-02-06,29.6473,59.4887,18.1568,69.7519,19.3324,42.8995,22.2509,22.2484,22.2458,13.1848,11.5170,19.6733,20.9849,111.0064,104.7706,59.6342
2026-02-05,29.4707,58.7623,17.9008,68.6831,19.0158,42.1517,21.7820,21.7795,21.7770,12.9069,11.2742,19.6710,20.9860,108.8571,101.1558,58.4906
2026-02-04,29.5728,59.2078,18.0585,69.3431,19.2117,42.6161,22.0813,22.0788,22.0762,13.0842,11.4291,19.6687,20.8960,110.2064,102.9027,59.3621
2026-02-03,29.5903,59.2860,18.0864,69.4604,19.2466,42.6987,22.1326,22.1301,22.1274,13.1146,11.4557,19.6664,20.9077,110.7676,103.2911,59.2331
2026-02-02,29.6064,59.3608,18.1132,69.5729,19.2801,42.7783,22.1834,22.1809,22.1782,13.1447,11.4819,19.6641,20.9011,111.7042,103.4829,58.8464
2026-01-30,29.5711,59.2242,18.0656,69.3752,19.2218,42.6407,22.0956,22.0931,22.0905,13.0927,11.4365,19.6595,20.9246,111.1000,102.8322,58.7858
2026-01-29,29.6359,59.5061,18.1658,69.7955,19.3467,42.9364,22.2810,22.2785,22.2759,13.2026,11.5325,19.6548,20.9387,111.5722,104.4637,59.4953
2026-01-28,29.6442,59.5497,18.1815,69.8622,19.3666,42.9840,22.3123,22.3098,22.3071,13.2211,11.5487,19.6525,20.9267,111.7156,104.9740,59.5161
2026-01-27,29.6510,59.5839,18.1939,69.9148,19.3824,43.0213,22.3354,22.3329,22.3302,13.2348,11.5607,19.6502,20.9354,111.7242,105.4629,59.5842
2026-01-26,29.5898,59.3344,18.1062,69.5487,19.2740,42.7654,22.1737,22.1712,22.1686,13.1390,11.4770,19.6479,20.9525,111.2691,105.2712,58.7455
2026-01-23,29.5428,59.1657,18.0477,69.3066,19.2028,42.5984,22.0727,22.0702,22.0676,13.0791,11.4247,19.6409,20.9194,110.7141,105.4681,58.3726
2026-01-22,29.5366,59.1501,18.0425,69.2859,19.1968,42.5848,22.0659,22.0634,22.0607,13.0751,11.4211,19.6386,20.9029,110.6680,106.8355,58.0824
2026-01-21,29.4770,58.9125,17.9592,68.9387,19.0942,42.3429,21.9157,21.9133,21.9106,12.9861,11.3434,19.6363,20.8919,110.0624,106.1861,57.5458
2026-01-20,29.3879,58.5581,17.8345,68.4187,18.9403,41.9803,21.6930,21.6905,21.6879,12.8541,11.2281,19.6339,20.8392,108.7993,104.5951,57.1605
2026-01-16,29.5169,59.1118,18.0311,69.2428,19.1850,42.5590,22.0519,22.0494,22.0468,13.0668,11.4139,19.6247,20.9052,111.0857,106.2787,57.7662
2026-01-15,29.5166,59.1098,18.0307,69.2416,19.1848,42.5580,22.0477,22.0452,22.0426,13.0644,11.4118,19.6223,20.9524,111.1496,106.2869,57.6821
2026-01-14,29.4890,58.9992,17.9919,69.0804,19.1371,42.4454,21.9756,21.9731,21.9706,13.0217,11.3745,19.6200,20.9744,110.8633,105.4861,57.5201
2026-01-13,29.4936,59.0311,18.0036,69.1299,19.1520,42.4813,22.0014,21.9990,21.9964,13.0370,11.3878,19.6177,20.9388,111.4551,105.3123,57.2987
2026-01-12,29.5055,59.0902,18.0248,69.2192,19.1786,42.5448,22.0431,22.0406,22.0380,13.0617,11.4094,19.6154,20.9206,111.6695,105.3464,57.4420
2026-01-09,29.4705,58.9644,17.9814,69.0401,19.1260,42.4212,21.9655,21.9631,21.9605,13.0157,11.3693,19.6084,20.9344,111.4841,105.1062,57.0497
2026-01-08,29.4136,58.7435,17.9039,68.7174,19.0306,42.1969,21.8292,21.8268,21.8242,12.9349,11.2987,19.6061,20.8875,110.7619,104.3810,56.7251
